instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr,Recency
6779,2011-10-15,4,0,10,0,6,0,1,0.46,0.4545,0.55,0.1045,18,88,106,0,443
6780,2011-10-15,4,0,10,0,6,0,1,0.46,0.4545,0.55,0.2537,9,64,73,1,443
6781,2011-10-15,4,0,10,0,6,0,1,0.46,0.4545,0.59,0.194,17,39,56,2,443
6782,2011-10-15,4,0,10,0,6,0,1,0.44,0.4394,0.62,0.194,5,18,23,3,443
6783,2011-10-15,4,0,10,0,6,0,1,0.42,0.4242,0.67,0.1343,0,6,6,4,443
6784,2011-10-15,4,0,10,0,6,0,1,0.42,0.4242,0.71,0.1642,1,6,7,5,443
6785,2011-10-15,4,0,10,0,6,0,1,0.4,0.4091,0.71,0.194,5,15,20,6,443
6786,2011-10-15,4,0,10,0,6,0,1,0.4,0.4091,0.76,0.1045,17,40,57,7,443
6787,2011-10-15,4,0,10,0,6,0,1,0.46,0.4545,0.59,0.2836,24,101,125,8,443
6788,2011-10-15,4,0,10,0,6,0,1,0.52,0.5,0.48,0.2985,50,157,207,9,443
6789,2011-10-15,4,0,10,0,6,0,1,0.54,0.5152,0.45,0.4478,115,207,322,10,443
6790,2011-10-15,4,0,10,0,6,0,1,0.56,0.5303,0.4,0.3881,153,221,374,11,443
6791,2011-10-15,4,0,10,0,6,0,1,0.58,0.5455,0.35,0.5522,195,261,456,12,443
6792,2011-10-15,4,0,10,0,6,0,1,0.6,0.6212,0.35,0.4627,171,223,394,13,443
6793,2011-10-15,4,0,10,0,6,0,1,0.6,0.6212,0.33,0.4627,242,230,472,14,443
6794,2011-10-15,4,0,10,0,6,0,1,0.62,0.6212,0.31,0.4925,166,211,377,15,443
6795,2011-10-15,4,0,10,0,6,0,1,0.62,0.6212,0.29,0.3881,179,264,443,16,443
6796,2011-10-15,4,0,10,0,6,0,1,0.58,0.5455,0.32,0.2836,177,264,441,17,443
6797,2011-10-15,4,0,10,0,6,0,1,0.54,0.5152,0.39,0.194,121,251,372,18,443
6798,2011-10-15,4,0,10,0,6,0,1,0.5,0.4848,0.51,0.1343,61,177,238,19,443
6799,2011-10-15,4,0,10,0,6,0,1,0.5,0.4848,0.48,0.1343,42,137,179,20,443
6800,2011-10-15,4,0,10,0,6,0,1,0.5,0.4848,0.42,0.2239,53,115,168,21,443
6801,2011-10-15,4,0,10,0,6,0,1,0.5,0.4848,0.36,0.1343,45,121,166,22,443
6802,2011-10-15,4,0,10,0,6,0,1,0.48,0.4697,0.41,0.1642,33,102,135,23,443
6803,2011-10-16,4,0,10,0,0,0,1,0.46,0.4545,0.44,0.1343,22,85,107,0,442
6804,2011-10-16,4,0,10,0,0,0,1,0.44,0.4394,0.47,0.1343,13,64,77,1,442
6805,2011-10-16,4,0,10,0,0,0,1,0.42,0.4242,0.54,0.1343,13,52,65,2,442
6806,2011-10-16,4,0,10,0,0,0,1,0.42,0.4242,0.54,0.1343,11,31,42,3,442
6807,2011-10-16,4,0,10,0,0,0,1,0.42,0.4242,0.54,0.194,5,7,12,4,442
6808,2011-10-16,4,0,10,0,0,0,1,0.42,0.4242,0.54,0.1642,1,6,7,5,442
6809,2011-10-16,4,0,10,0,0,0,1,0.38,0.3939,0.66,0.1642,3,7,10,6,442
6810,2011-10-16,4,0,10,0,0,0,1,0.4,0.4091,0.62,0.1343,9,39,48,7,442
6811,2011-10-16,4,0,10,0,0,0,1,0.44,0.4394,0.62,0.194,28,71,99,8,442
6812,2011-10-16,4,0,10,0,0,0,1,0.5,0.4848,0.45,0.2239,39,151,190,9,442
6813,2011-10-16,4,0,10,0,0,0,1,0.54,0.5152,0.45,0.2537,121,226,347,10,442
6814,2011-10-16,4,0,10,0,0,0,1,0.56,0.5303,0.35,0.2836,159,218,377,11,442
6815,2011-10-16,4,0,10,0,0,0,1,0.58,0.5455,0.35,0.2537,167,277,444,12,442
6816,2011-10-16,4,0,10,0,0,0,1,0.6,0.6212,0.35,0.2985,169,269,438,13,442
6817,2011-10-16,4,0,10,0,0,0,1,0.6,0.6212,0.4,0.2985,204,258,462,14,442
6818,2011-10-16,4,0,10,0,0,0,1,0.62,0.6212,0.35,0.3881,182,230,412,15,442
6819,2011-10-16,4,0,10,0,0,0,1,0.6,0.6212,0.46,0.3881,177,289,466,16,442
6820,2011-10-16,4,0,10,0,0,0,1,0.58,0.5455,0.49,0.4627,152,253,405,17,442
6821,2011-10-16,4,0,10,0,0,0,1,0.56,0.5303,0.49,0.4478,102,226,328,18,442
6822,2011-10-16,4,0,10,0,0,0,1,0.54,0.5152,0.52,0.3881,52,181,233,19,442
6823,2011-10-16,4,0,10,0,0,0,1,0.54,0.5152,0.52,0.4627,49,129,178,20,442
6824,2011-10-16,4,0,10,0,0,0,1,0.54,0.5152,0.52,0.3881,14,88,102,21,442
6825,2011-10-16,4,0,10,0,0,0,1,0.56,0.5303,0.49,0.4179,42,88,130,22,442
6826,2011-10-16,4,0,10,0,0,0,1,0.56,0.5303,0.52,0.4179,14,48,62,23,442
6827,2011-10-17,4,0,10,0,1,1,1,0.54,0.5152,0.56,0.3284,12,25,37,0,441
6828,2011-10-17,4,0,10,0,1,1,1,0.56,0.5303,0.54,0.3881,2,15,17,1,441
6829,2011-10-17,4,0,10,0,1,1,1,0.56,0.5303,0.54,0.3881,4,3,7,2,441
6830,2011-10-17,4,0,10,0,1,1,1,0.56,0.5303,0.49,0.194,0,2,2,3,441
6831,2011-10-17,4,0,10,0,1,1,1,0.52,0.5,0.59,0.1642,2,3,5,4,441
6832,2011-10-17,4,0,10,0,1,1,1,0.5,0.4848,0.63,0.2985,1,28,29,5,441
6833,2011-10-17,4,0,10,0,1,1,1,0.5,0.4848,0.55,0.2537,7,107,114,6,441
6834,2011-10-17,4,0,10,0,1,1,2,0.5,0.4848,0.55,0.1642,10,299,309,7,441
6835,2011-10-17,4,0,10,0,1,1,2,0.5,0.4848,0.51,0.2537,33,381,414,8,441
6836,2011-10-17,4,0,10,0,1,1,2,0.5,0.4848,0.45,0.2836,26,180,206,9,441
6837,2011-10-17,4,0,10,0,1,1,1,0.52,0.5,0.45,0.1642,43,92,135,10,441
6838,2011-10-17,4,0,10,0,1,1,1,0.56,0.5303,0.43,0.194,35,131,166,11,441
6839,2011-10-17,4,0,10,0,1,1,1,0.56,0.5303,0.4,0.0896,39,166,205,12,441
6840,2011-10-17,4,0,10,0,1,1,1,0.56,0.5303,0.46,0.0896,49,156,205,13,441
6841,2011-10-17,4,0,10,0,1,1,1,0.58,0.5455,0.49,0.194,44,122,166,14,441
6842,2011-10-17,4,0,10,0,1,1,1,0.56,0.5303,0.6,0.2537,66,142,208,15,441
6843,2011-10-17,4,0,10,0,1,1,1,0.58,0.5455,0.56,0.2537,64,238,302,16,441
6844,2011-10-17,4,0,10,0,1,1,1,0.56,0.5303,0.64,0.1343,80,540,620,17,441
6845,2011-10-17,4,0,10,0,1,1,1,0.56,0.5303,0.6,0.194,49,469,518,18,441
6846,2011-10-17,4,0,10,0,1,1,1,0.54,0.5152,0.68,0.1045,45,288,333,19,441
6847,2011-10-17,4,0,10,0,1,1,1,0.52,0.5,0.77,0.1045,40,189,229,20,441
6848,2011-10-17,4,0,10,0,1,1,1,0.5,0.4848,0.77,0.1045,36,141,177,21,441
6849,2011-10-17,4,0,10,0,1,1,1,0.5,0.4848,0.77,0.194,16,88,104,22,441
6850,2011-10-17,4,0,10,0,1,1,2,0.48,0.4697,0.88,0.194,10,52,62,23,441
6851,2011-10-18,4,0,10,0,2,1,1,0.48,0.4697,0.82,0.194,8,23,31,0,440
6852,2011-10-18,4,0,10,0,2,1,2,0.46,0.4545,0.88,0.194,4,7,11,1,440
6853,2011-10-18,4,0,10,0,2,1,1,0.44,0.4394,0.94,0.0896,1,4,5,2,440
6854,2011-10-18,4,0,10,0,2,1,1,0.44,0.4394,0.94,0.0896,0,1,1,3,440
6855,2011-10-18,4,0,10,0,2,1,2,0.44,0.4394,0.94,0.1045,0,4,4,4,440
6856,2011-10-18,4,0,10,0,2,1,2,0.46,0.4545,0.88,0.194,2,19,21,5,440
6857,2011-10-18,4,0,10,0,2,1,1,0.46,0.4545,0.82,0.0896,4,105,109,6,440
6858,2011-10-18,4,0,10,0,2,1,1,0.46,0.4545,0.88,0.0896,15,326,341,7,440
6859,2011-10-18,4,0,10,0,2,1,1,0.5,0.4848,0.77,0.0896,25,474,499,8,440
6860,2011-10-18,4,0,10,0,2,1,2,0.52,0.5,0.77,0.0896,29,198,227,9,440
6861,2011-10-18,4,0,10,0,2,1,2,0.56,0.5303,0.68,0.194,27,75,102,10,440
6862,2011-10-18,4,0,10,0,2,1,2,0.6,0.6212,0.49,0.1045,35,112,147,11,440
6863,2011-10-18,4,0,10,0,2,1,2,0.62,0.6212,0.43,0.0896,42,159,201,12,440
6864,2011-10-18,4,0,10,0,2,1,2,0.64,0.6212,0.38,0.194,48,171,219,13,440
6865,2011-10-18,4,0,10,0,2,1,2,0.62,0.6212,0.41,0.1642,32,137,169,14,440
6866,2011-10-18,4,0,10,0,2,1,1,0.62,0.6212,0.5,0.194,66,139,205,15,440
6867,2011-10-18,4,0,10,0,2,1,1,0.62,0.6212,0.57,0.2537,58,246,304,16,440
6868,2011-10-18,4,0,10,0,2,1,1,0.6,0.6061,0.6,0.1343,72,553,625,17,440
6869,2011-10-18,4,0,10,0,2,1,1,0.56,0.5303,0.68,0.1045,58,512,570,18,440
6870,2011-10-18,4,0,10,0,2,1,1,0.56,0.5303,0.6,0.1045,31,286,317,19,440
6871,2011-10-18,4,0,10,0,2,1,1,0.54,0.5152,0.64,0.1642,23,204,227,20,440
6872,2011-10-18,4,0,10,0,2,1,2,0.54,0.5152,0.68,0.1343,28,178,206,21,440
6873,2011-10-18,4,0,10,0,2,1,2,0.52,0.5,0.77,0.1642,22,115,137,22,440
6874,2011-10-18,4,0,10,0,2,1,2,0.52,0.5,0.77,0.194,7,63,70,23,440
6875,2011-10-19,4,0,10,0,3,1,2,0.52,0.5,0.77,0.194,11,23,34,0,439
6876,2011-10-19,4,0,10,0,3,1,2,0.52,0.5,0.77,0.194,7,9,16,1,439
6877,2011-10-19,4,0,10,0,3,1,2,0.52,0.5,0.77,0.194,1,6,7,2,439
6878,2011-10-19,4,0,10,0,3,1,3,0.5,0.4848,0.94,0.194,0,3,3,4,439
6879,2011-10-19,4,0,10,0,3,1,3,0.5,0.4848,1.0,0.1045,0,3,3,5,439
6880,2011-10-19,4,0,10,0,3,1,3,0.52,0.5,0.83,0.2537,3,28,31,6,439
6881,2011-10-19,4,0,10,0,3,1,3,0.52,0.5,0.77,0.2537,1,67,68,7,439
6882,2011-10-19,4,0,10,0,3,1,3,0.54,0.5152,0.7,0.4925,10,200,210,8,439
6883,2011-10-19,4,0,10,0,3,1,3,0.52,0.5,0.88,0.4925,17,185,202,9,439
6884,2011-10-19,4,0,10,0,3,1,3,0.52,0.5,0.88,0.4925,14,109,123,10,439
6885,2011-10-19,4,0,10,0,3,1,3,0.52,0.5,0.94,0.2537,33,116,149,11,439
6886,2011-10-19,4,0,10,0,3,1,3,0.52,0.5,0.94,0.3284,13,117,130,12,439
6887,2011-10-19,4,0,10,0,3,1,2,0.54,0.5152,0.94,0.2836,20,86,106,13,439
6888,2011-10-19,4,0,10,0,3,1,3,0.54,0.5152,0.94,0.1642,17,80,97,14,439
6889,2011-10-19,4,0,10,0,3,1,3,0.54,0.5152,1.0,0.1343,21,99,120,15,439
6890,2011-10-19,4,0,10,0,3,1,3,0.56,0.5303,0.94,0.1642,21,180,201,16,439
6891,2011-10-19,4,0,10,0,3,1,3,0.56,0.5303,0.94,0.1642,11,170,181,17,439
6892,2011-10-19,4,0,10,0,3,1,3,0.56,0.5303,1.0,0.1642,8,132,140,18,439
6893,2011-10-19,4,0,10,0,3,1,2,0.6,0.5455,0.88,0.1343,8,189,197,19,439
6894,2011-10-19,4,0,10,0,3,1,3,0.6,0.5152,0.94,0.0896,5,140,145,20,439
6895,2011-10-19,4,0,10,0,3,1,2,0.58,0.5455,0.94,0.1343,6,79,85,21,439
6896,2011-10-19,4,0,10,0,3,1,2,0.58,0.5455,0.94,0.3582,13,94,107,22,439
6897,2011-10-19,4,0,10,0,3,1,2,0.58,0.5455,0.94,0.3582,14,55,69,23,439
6898,2011-10-20,4,0,10,0,4,1,1,0.56,0.5303,0.94,0.2985,4,22,26,0,438
6899,2011-10-20,4,0,10,0,4,1,1,0.56,0.5303,0.88,0.3582,4,11,15,1,438
6900,2011-10-20,4,0,10,0,4,1,1,0.56,0.5303,0.88,0.4478,0,4,4,2,438
6901,2011-10-20,4,0,10,0,4,1,1,0.5,0.4848,0.82,0.4627,0,1,1,3,438
6902,2011-10-20,4,0,10,0,4,1,1,0.5,0.4848,0.82,0.4627,2,6,8,4,438
6903,2011-10-20,4,0,10,0,4,1,1,0.48,0.4697,0.82,0.3582,2,24,26,5,438
6904,2011-10-20,4,0,10,0,4,1,1,0.44,0.4394,0.82,0.4179,5,87,92,6,438
6905,2011-10-20,4,0,10,0,4,1,1,0.42,0.4242,0.77,0.4478,15,303,318,7,438
6906,2011-10-20,4,0,10,0,4,1,1,0.44,0.4394,0.67,0.5224,17,409,426,8,438
6907,2011-10-20,4,0,10,0,4,1,1,0.44,0.4394,0.67,0.5821,26,197,223,9,438
6908,2011-10-20,4,0,10,0,4,1,1,0.46,0.4545,0.59,0.4478,25,105,130,10,438
6909,2011-10-20,4,0,10,0,4,1,1,0.48,0.4697,0.55,0.5224,30,99,129,11,438
6910,2011-10-20,4,0,10,0,4,1,1,0.48,0.4697,0.48,0.5224,28,171,199,12,438
6911,2011-10-20,4,0,10,0,4,1,1,0.5,0.4848,0.45,0.5821,28,136,164,13,438
6912,2011-10-20,4,0,10,0,4,1,2,0.48,0.4697,0.48,0.5522,38,117,155,14,438
6913,2011-10-20,4,0,10,0,4,1,2,0.48,0.4697,0.51,0.4478,22,138,160,15,438
6914,2011-10-20,4,0,10,0,4,1,2,0.48,0.4697,0.51,0.4478,31,203,234,16,438
6915,2011-10-20,4,0,10,0,4,1,2,0.48,0.4697,0.48,0.3881,56,438,494,17,438
6916,2011-10-20,4,0,10,0,4,1,2,0.46,0.4545,0.51,0.2985,39,430,469,18,438
6917,2011-10-20,4,0,10,0,4,1,1,0.46,0.4545,0.51,0.3582,20,278,298,19,438
6918,2011-10-20,4,0,10,0,4,1,2,0.46,0.4545,0.51,0.3284,34,207,241,20,438
6919,2011-10-20,4,0,10,0,4,1,1,0.44,0.4394,0.51,0.2985,16,149,165,21,438
6920,2011-10-20,4,0,10,0,4,1,1,0.44,0.4394,0.51,0.3284,22,106,128,22,438
6921,2011-10-20,4,0,10,0,4,1,1,0.42,0.4242,0.58,0.2537,7,83,90,23,438
6922,2011-10-21,4,0,10,0,5,1,1,0.4,0.4091,0.62,0.2537,8,42,50,0,437
6923,2011-10-21,4,0,10,0,5,1,1,0.4,0.4091,0.62,0.2239,7,19,26,1,437
6924,2011-10-21,4,0,10,0,5,1,1,0.38,0.3939,0.66,0.1642,6,12,18,2,437
6925,2011-10-21,4,0,10,0,5,1,1,0.36,0.3485,0.71,0.1343,0,7,7,3,437
6926,2011-10-21,4,0,10,0,5,1,1,0.36,0.3485,0.71,0.1642,0,6,6,4,437
6927,2011-10-21,4,0,10,0,5,1,1,0.34,0.3333,0.76,0.194,0,31,31,5,437
6928,2011-10-21,4,0,10,0,5,1,1,0.36,0.3485,0.71,0.1642,7,78,85,6,437
6929,2011-10-21,4,0,10,0,5,1,1,0.36,0.3485,0.71,0.1642,5,228,233,7,437
6930,2011-10-21,4,0,10,0,5,1,1,0.4,0.4091,0.62,0.194,16,386,402,8,437
6931,2011-10-21,4,0,10,0,5,1,2,0.42,0.4242,0.58,0.1343,33,189,222,9,437
6932,2011-10-21,4,0,10,0,5,1,1,0.46,0.4545,0.51,0.1642,32,106,138,10,437
6933,2011-10-21,4,0,10,0,5,1,1,0.5,0.4848,0.45,0.2239,39,135,174,11,437
6934,2011-10-21,4,0,10,0,5,1,1,0.5,0.4848,0.45,0.2985,47,193,240,12,437
6935,2011-10-21,4,0,10,0,5,1,1,0.48,0.4697,0.48,0.3284,43,163,206,13,437
6936,2011-10-21,4,0,10,0,5,1,1,0.52,0.5,0.42,0.2985,67,131,198,14,437
6937,2011-10-21,4,0,10,0,5,1,1,0.5,0.4848,0.45,0.2836,57,178,235,15,437
6938,2011-10-21,4,0,10,0,5,1,1,0.5,0.4848,0.45,0.2537,60,242,302,16,437
6939,2011-10-21,4,0,10,0,5,1,2,0.46,0.4545,0.51,0.2537,79,445,524,17,437
6940,2011-10-21,4,0,10,0,5,1,2,0.44,0.4394,0.54,0.2537,43,354,397,18,437
6941,2011-10-21,4,0,10,0,5,1,2,0.44,0.4394,0.54,0.3881,25,228,253,19,437
6942,2011-10-21,4,0,10,0,5,1,2,0.44,0.4394,0.54,0.2239,29,155,184,20,437
6943,2011-10-21,4,0,10,0,5,1,1,0.42,0.4242,0.58,0.1642,31,112,143,21,437
6944,2011-10-21,4,0,10,0,5,1,1,0.42,0.4242,0.54,0.1642,24,89,113,22,437
6945,2011-10-21,4,0,10,0,5,1,1,0.4,0.4091,0.62,0.2239,18,99,117,23,437
6946,2011-10-22,4,0,10,0,6,0,1,0.4,0.4091,0.62,0.194,16,80,96,0,436
6947,2011-10-22,4,0,10,0,6,0,1,0.4,0.4091,0.62,0.194,20,50,70,1,436
6948,2011-10-22,4,0,10,0,6,0,1,0.4,0.4091,0.62,0.2537,6,25,31,2,436
6949,2011-10-22,4,0,10,0,6,0,1,0.4,0.4091,0.62,0.1343,1,19,20,3,436
6950,2011-10-22,4,0,10,0,6,0,1,0.38,0.3939,0.66,0.0896,4,4,8,4,436
6951,2011-10-22,4,0,10,0,6,0,1,0.38,0.3939,0.66,0.194,1,7,8,5,436
6952,2011-10-22,4,0,10,0,6,0,1,0.36,0.3788,0.71,0.194,1,17,18,6,436
6953,2011-10-22,4,0,10,0,6,0,1,0.36,0.3636,0.76,0.1045,8,49,57,7,436
6954,2011-10-22,4,0,10,0,6,0,1,0.4,0.4091,0.71,0.194,26,88,114,8,436
6955,2011-10-22,4,0,10,0,6,0,1,0.42,0.4242,0.67,0.0896,47,122,169,9,436
6956,2011-10-22,4,0,10,0,6,0,2,0.44,0.4394,0.62,0.1045,87,149,236,10,436
6957,2011-10-22,4,0,10,0,6,0,2,0.44,0.4394,0.62,0.1045,110,172,282,11,436
6958,2011-10-22,4,0,10,0,6,0,1,0.46,0.4545,0.55,0.0896,132,211,343,12,436
6959,2011-10-22,4,0,10,0,6,0,1,0.5,0.4848,0.45,0.194,136,186,322,13,436
6960,2011-10-22,4,0,10,0,6,0,2,0.48,0.4697,0.48,0.2239,133,177,310,14,436
6961,2011-10-22,4,0,10,0,6,0,1,0.48,0.4697,0.51,0.2239,159,223,382,15,436
6962,2011-10-22,4,0,10,0,6,0,1,0.5,0.4848,0.45,0.194,169,190,359,16,436
6963,2011-10-22,4,0,10,0,6,0,1,0.46,0.4545,0.55,0.1343,143,217,360,17,436
6964,2011-10-22,4,0,10,0,6,0,1,0.44,0.4394,0.54,0.0896,111,224,335,18,436
6965,2011-10-22,4,0,10,0,6,0,1,0.44,0.4394,0.67,0.194,47,173,220,19,436
6966,2011-10-22,4,0,10,0,6,0,1,0.42,0.4242,0.67,0.194,48,111,159,20,436
6967,2011-10-22,4,0,10,0,6,0,1,0.4,0.4091,0.76,0.194,37,120,157,21,436
6968,2011-10-22,4,0,10,0,6,0,1,0.4,0.4091,0.76,0.194,30,114,144,22,436
6969,2011-10-22,4,0,10,0,6,0,1,0.38,0.3939,0.82,0.194,27,81,108,23,436
6970,2011-10-23,4,0,10,0,0,0,1,0.36,0.3788,0.87,0.194,24,64,88,0,435
6971,2011-10-23,4,0,10,0,0,0,1,0.36,0.3788,0.87,0.194,11,60,71,1,435
6972,2011-10-23,4,0,10,0,0,0,1,0.34,0.3485,0.87,0.0896,10,40,50,2,435
6973,2011-10-23,4,0,10,0,0,0,1,0.34,0.3636,0.87,0.194,15,31,46,3,435
6974,2011-10-23,4,0,10,0,0,0,1,0.34,0.3636,0.87,0.194,5,1,6,4,435
6975,2011-10-23,4,0,10,0,0,0,1,0.32,0.3485,0.87,0.194,1,2,3,5,435
6976,2011-10-23,4,0,10,0,0,0,1,0.32,0.3333,0.87,0.1045,0,12,12,6,435
6977,2011-10-23,4,0,10,0,0,0,1,0.34,0.3485,0.87,0.0896,3,18,21,7,435
6978,2011-10-23,4,0,10,0,0,0,1,0.36,0.3485,0.87,0.1343,32,56,88,8,435
6979,2011-10-23,4,0,10,0,0,0,1,0.4,0.4091,0.76,0.194,48,95,143,9,435
6980,2011-10-23,4,0,10,0,0,0,1,0.42,0.4242,0.71,0.0896,104,185,289,10,435
6981,2011-10-23,4,0,10,0,0,0,1,0.46,0.4545,0.72,0.1642,131,202,333,11,435
6982,2011-10-23,4,0,10,0,0,0,1,0.5,0.4848,0.59,0.2537,164,249,413,12,435
6983,2011-10-23,4,0,10,0,0,0,1,0.52,0.5,0.55,0.194,160,255,415,13,435
6984,2011-10-23,4,0,10,0,0,0,1,0.52,0.5,0.55,0.2239,192,216,408,14,435
6985,2011-10-23,4,0,10,0,0,0,1,0.52,0.5,0.52,0.1642,171,216,387,15,435
6986,2011-10-23,4,0,10,0,0,0,1,0.52,0.5,0.55,0.194,188,217,405,16,435
6987,2011-10-23,4,0,10,0,0,0,1,0.5,0.4848,0.63,0.1343,120,220,340,17,435
6988,2011-10-23,4,0,10,0,0,0,1,0.5,0.4848,0.63,0.1045,88,196,284,18,435
6989,2011-10-23,4,0,10,0,0,0,1,0.46,0.4545,0.77,0.194,53,140,193,19,435
6990,2011-10-23,4,0,10,0,0,0,1,0.44,0.4394,0.72,0.0896,32,112,144,20,435
6991,2011-10-23,4,0,10,0,0,0,1,0.44,0.4394,0.72,0.0896,24,75,99,21,435
6992,2011-10-23,4,0,10,0,0,0,1,0.42,0.4242,0.77,0.1045,25,69,94,22,435
6993,2011-10-23,4,0,10,0,0,0,1,0.42,0.4242,0.77,0.1642,18,31,49,23,435
6994,2011-10-24,4,0,10,0,1,1,1,0.42,0.4242,0.77,0.194,6,26,32,0,434
6995,2011-10-24,4,0,10,0,1,1,1,0.4,0.4091,0.82,0.1343,7,8,15,1,434
6996,2011-10-24,4,0,10,0,1,1,1,0.4,0.4091,0.87,0.1045,1,6,7,2,434
6997,2011-10-24,4,0,10,0,1,1,1,0.4,0.4091,0.82,0.0896,1,3,4,3,434
6998,2011-10-24,4,0,10,0,1,1,1,0.4,0.4091,0.82,0.194,1,5,6,4,434
6999,2011-10-24,4,0,10,0,1,1,1,0.38,0.3939,0.87,0.194,2,19,21,5,434
7000,2011-10-24,4,0,10,0,1,1,1,0.4,0.4091,0.87,0.1045,3,83,86,6,434
7001,2011-10-24,4,0,10,0,1,1,2,0.38,0.3939,0.94,0.1045,11,274,285,7,434
7002,2011-10-24,4,0,10,0,1,1,2,0.42,0.4242,0.88,0.1642,20,378,398,8,434
7003,2011-10-24,4,0,10,0,1,1,2,0.44,0.4394,0.82,0.1642,29,166,195,9,434
7004,2011-10-24,4,0,10,0,1,1,2,0.46,0.4545,0.82,0.2537,47,82,129,10,434
7005,2011-10-24,4,0,10,0,1,1,2,0.5,0.4848,0.72,0.1642,59,109,168,11,434
7006,2011-10-24,4,0,10,0,1,1,2,0.52,0.5,0.68,0.1045,64,156,220,12,434
7007,2011-10-24,4,0,10,0,1,1,2,0.54,0.5152,0.64,0.2239,60,138,198,13,434
7008,2011-10-24,4,0,10,0,1,1,2,0.54,0.5152,0.64,0.194,63,143,206,14,434
7009,2011-10-24,4,0,10,0,1,1,1,0.56,0.5303,0.6,0.1642,52,125,177,15,434
7010,2011-10-24,4,0,10,0,1,1,1,0.54,0.5152,0.64,0.194,68,242,310,16,434
7011,2011-10-24,4,0,10,0,1,1,1,0.52,0.5,0.68,0.1343,87,527,614,17,434
7012,2011-10-24,4,0,10,0,1,1,1,0.54,0.5152,0.6,0.0896,58,428,486,18,434
7013,2011-10-24,4,0,10,0,1,1,3,0.48,0.4697,0.82,0.194,25,212,237,19,434
7014,2011-10-24,4,0,10,0,1,1,1,0.48,0.4697,0.82,0.1045,11,118,129,20,434
7015,2011-10-24,4,0,10,0,1,1,1,0.46,0.4545,0.87,0.1045,12,114,126,21,434
7016,2011-10-24,4,0,10,0,1,1,1,0.48,0.4697,0.75,0.1642,3,76,79,22,434
7017,2011-10-24,4,0,10,0,1,1,1,0.46,0.4545,0.77,0.0896,9,50,59,23,434
7018,2011-10-25,4,0,10,0,2,1,1,0.44,0.4394,0.77,0.1343,4,26,30,0,433
7019,2011-10-25,4,0,10,0,2,1,1,0.44,0.4394,0.77,0.1343,5,6,11,1,433
7020,2011-10-25,4,0,10,0,2,1,1,0.42,0.4242,0.82,0.1343,2,3,5,2,433
7021,2011-10-25,4,0,10,0,2,1,1,0.4,0.4091,0.87,0.194,1,3,4,3,433
7022,2011-10-25,4,0,10,0,2,1,1,0.38,0.3939,0.87,0.1343,0,5,5,4,433
7023,2011-10-25,4,0,10,0,2,1,1,0.38,0.3939,0.87,0.1343,0,24,24,5,433
7024,2011-10-25,4,0,10,0,2,1,1,0.38,0.3939,0.82,0.1045,3,95,98,6,433
7025,2011-10-25,4,0,10,0,2,1,1,0.4,0.4091,0.76,0.194,15,299,314,7,433
7026,2011-10-25,4,0,10,0,2,1,1,0.44,0.4394,0.72,0.194,25,383,408,8,433
7027,2011-10-25,4,0,10,0,2,1,1,0.48,0.4697,0.55,0.2239,29,194,223,9,433
7028,2011-10-25,4,0,10,0,2,1,1,0.5,0.4848,0.51,0.2537,26,102,128,10,433
7029,2011-10-25,4,0,10,0,2,1,1,0.52,0.5,0.48,0.2836,46,120,166,11,433
7030,2011-10-25,4,0,10,0,2,1,1,0.54,0.5152,0.39,0.3582,35,165,200,12,433
7031,2011-10-25,4,0,10,0,2,1,1,0.56,0.5303,0.37,0.3881,37,161,198,13,433
7032,2011-10-25,4,0,10,0,2,1,1,0.56,0.5303,0.4,0.2537,66,134,200,14,433
7033,2011-10-25,4,0,10,0,2,1,1,0.56,0.5303,0.37,0.1045,63,171,234,15,433
7034,2011-10-25,4,0,10,0,2,1,1,0.56,0.5303,0.37,0.194,52,233,285,16,433
7035,2011-10-25,4,0,10,0,2,1,1,0.56,0.5303,0.37,0.1045,68,517,585,17,433
7036,2011-10-25,4,0,10,0,2,1,1,0.52,0.5,0.42,0.1045,65,453,518,18,433
7037,2011-10-25,4,0,10,0,2,1,1,0.48,0.4697,0.67,0.194,44,294,338,19,433
7038,2011-10-25,4,0,10,0,2,1,1,0.46,0.4545,0.67,0.1045,40,208,248,20,433
7039,2011-10-25,4,0,10,0,2,1,1,0.44,0.4394,0.72,0.1343,32,169,201,21,433
7040,2011-10-25,4,0,10,0,2,1,1,0.46,0.4545,0.67,0.194,22,148,170,22,433
7041,2011-10-25,4,0,10,0,2,1,1,0.44,0.4394,0.72,0.1343,15,79,94,23,433
7042,2011-10-26,4,0,10,0,3,1,1,0.44,0.4394,0.72,0.194,4,28,32,0,432
7043,2011-10-26,4,0,10,0,3,1,1,0.44,0.4394,0.67,0.2537,3,9,12,1,432
7044,2011-10-26,4,0,10,0,3,1,1,0.44,0.4394,0.67,0.1642,2,1,3,2,432
7045,2011-10-26,4,0,10,0,3,1,1,0.44,0.4394,0.67,0.2239,0,3,3,3,432
7046,2011-10-26,4,0,10,0,3,1,1,0.42,0.4242,0.71,0.2537,0,5,5,4,432
7047,2011-10-26,4,0,10,0,3,1,1,0.42,0.4242,0.71,0.2239,0,21,21,5,432
